Transcript stable ID version	UniProtKB/Swiss-Prot ID
ENST00000610967.4	
ENST00000615452.1	
ENST00000620723.4	
ENST00000627177.1	
ENST00000392087.6	
ENST00000639893.1	
ENST00000314583.8	P14317
ENST00000442681.5	
ENST00000370752.4	Q5JSJ4
ENST00000439026.1	
ENST00000428394.6	
ENST00000495491.5	P14317
ENST00000464274.5	
ENST00000408999.3	Q7Z3J3
ENST00000539079.5	
ENST00000497391.5	
ENST00000383729.9	Q9NXG6
ENST00000343546.8	Q9NXG6
ENST00000475629.5	
ENST00000444213.5	
ENST00000491739.5	
ENST00000441917.6	Q9UJX4
ENST00000472796.2	
ENST00000551294.5	
ENST00000541887.5	
ENST00000311275.11	Q9ULU4
ENST00000261819.8	Q9UJX4
ENST00000389916.5	Q2TAC6
ENST00000535482.1	
ENST00000574882.5	
ENST00000621293.4	
ENST00000611590.1	
ENST00000544442.5	
ENST00000539871.1	
ENST00000536837.1	
ENST00000638115.1	
ENST00000636166.1	
ENST00000452882.5	
ENST00000638079.1	
ENST00000638014.1	
ENST00000636461.1	
ENST00000409059.5	Q9GZV3
ENST00000375366.4	A6NE02
ENST00000264047.3	Q9GZV3
ENST00000331134.11	Q8TAT6
ENST00000572760.5	
ENST00000273598.7	Q9BSH3
ENST00000423832.5	Q9BSH3
ENST00000528718.6	O75907
ENST00000573519.5	
ENST00000436744.2	
ENST00000573876.1	
ENST00000594565.5	Q5HYN5
ENST00000571714.5	
ENST00000572824.1	
ENST00000615713.4	Q9BSH3
ENST00000573212.5	
ENST00000594117.4	Q5HYN5
ENST00000374747.9	Q8TAT6
ENST00000332324.5	
ENST00000430423.5	
ENST00000574897.5	
ENST00000570324.1	
ENST00000360911.7	Q9ULU4
ENST00000595980.5	
ENST00000625705.1	
ENST00000598716.2	Q8NHU0
ENST00000597510.6	Q8NHU0
ENST00000656590.1	
ENST00000253457.8	O43402
ENST00000435200.2	O43402
ENST00000642238.1	
ENST00000582579.5	
ENST00000585308.5	
ENST00000391973.6	Q15019
ENST00000335666.4	Q7Z601
ENST00000350721.9	Q13535
ENST00000400780.8	
ENST00000515810.1	
ENST00000528838.6	Q00613
ENST00000528988.1	
ENST00000533240.5	
ENST00000487941.6	P0DMU8
ENST00000661310.1	
ENST00000565078.5	
ENST00000617203.1	P0DMU8
ENST00000566115.5	
ENST00000515149.3	
ENST00000534314.5	
ENST00000507148.1	
ENST00000530661.1	
ENST00000568794.5	
ENST00000253452.8	P13073
ENST00000458360.6	Q9ULU4
ENST00000562336.5	P13073
ENST00000561569.5	P13073
ENST00000371158.6	Q8NI35
ENST00000566405.5	
ENST00000635023.1	
ENST00000428282.5	
ENST00000564544.1	
ENST00000484937.5	Q8NI35
ENST00000564903.1	
ENST00000356401.8	O95376
ENST00000494842.2	
ENST00000490547.2	
ENST00000646453.1	
ENST00000635137.1	
ENST00000307297.8	
ENST00000467200.6	
ENST00000465798.2	
ENST00000262975.8	Q9ULU4
ENST00000316485.11	
ENST00000331056.10	P18545
ENST00000471951.6	Q9ULU4
ENST00000613764.4	
ENST00000360051.7	Q15019
ENST00000352431.6	Q9ULU4
ENST00000571224.5	P18545
ENST00000571004.1	P18545
ENST00000428524.5	
ENST00000445030.5	
ENST00000407017.5	
ENST00000449376.5	O95376
ENST00000420814.5	
ENST00000449729.5	
ENST00000433170.5	
ENST00000540497.5	Q9ULU4
ENST00000461685.5	Q9ULU4
ENST00000617418.4	
ENST00000391971.7	Q15019
ENST00000452385.5	
ENST00000401990.5	Q15019
ENST00000407971.5	
ENST00000476258.5	Q9UK76
ENST00000522684.5	Q05397
ENST00000457335.5	
ENST00000519654.5	
ENST00000436795.5	
ENST00000411484.5	
ENST00000435836.5	
ENST00000409753.8	Q9UK76
ENST00000519465.5	
ENST00000446894.5	
ENST00000482348.5	Q9UK76
ENST00000441977.1	
ENST00000434955.5	
ENST00000517887.5	
ENST00000402092.6	Q15019
ENST00000521059.5	Q05397
ENST00000446994.6	Q9ULU4
ENST00000441533.5	
ENST00000304834.11	
ENST00000355972.8	Q9ULU4
ENST00000356033.8	Q9UK76
ENST00000396281.8	Q9ULU4
ENST00000536340.5	Q9ULU4
ENST00000470924.5	Q9UK76
ENST00000481647.5	Q9UK76
ENST00000425899.5	
ENST00000580380.1	
ENST00000443492.5	
ENST00000437066.5	
ENST00000581874.1	
ENST00000438585.5	
ENST00000619049.4	
ENST00000611941.4	
ENST00000429791.5	
ENST00000372023.7	Q9ULU4
ENST00000420786.5	
ENST00000449239.5	
ENST00000457874.1	
ENST00000393829.6	Q93050
ENST00000421717.1	
ENST00000255266.10	P16499
ENST00000228825.12	O15145
ENST00000420826.7	P61956
ENST00000451310.1	
ENST00000616972.4	Q15019
ENST00000314523.7	P61956
ENST00000613228.1	
ENST00000578238.2	
ENST00000426440.5	
ENST00000617647.4	
ENST00000547365.1	
ENST00000517712.5	
ENST00000523539.5	
ENST00000441576.6	Q5D0E6
ENST00000340930.7	Q05397
ENST00000519993.5	
ENST00000519419.5	
ENST00000524202.5	
ENST00000430260.6	
ENST00000273588.9	P48728
ENST00000521986.5	
ENST00000636199.1	
ENST00000523435.1	
ENST00000522950.1	
ENST00000437600.9	Q13948
ENST00000261226.9	Q9ULS5
ENST00000551457.1	
ENST00000522424.5	
ENST00000548918.1	
ENST00000521562.5	
ENST00000521250.5	
ENST00000523388.5	
ENST00000521981.5	
ENST00000521029.5	
ENST00000341949.9	Q5D0E6
ENST00000588901.5	
ENST00000520151.5	
ENST00000261884.8	Q15650
ENST00000523670.5	
ENST00000519024.5	
ENST00000485998.6	
ENST00000558820.5	
ENST00000459946.5	
ENST00000560567.5	
ENST00000560920.6	
ENST00000524357.5	
ENST00000368913.7	Q9H3T2
ENST00000560475.1	
ENST00000521791.5	
ENST00000537728.5	
ENST00000558162.1	
ENST00000523067.5	
ENST00000368912.7	Q9H3T2
ENST00000520828.5	
ENST00000368914.7	Q9H3T2
ENST00000520475.5	
ENST00000455511.7	Q9UJX3
ENST00000341697.7	Q9H3T2
ENST00000519881.5	
ENST00000520892.5	
ENST00000552087.1	
ENST00000523803.5	
ENST00000521907.5	
ENST00000440857.5	
ENST00000640870.1	
ENST00000517453.5	
ENST00000395338.7	P48728
ENST00000450008.2	Q9UJX3
ENST00000520045.5	
ENST00000313778.9	Q5D0E6
ENST00000521395.5	
ENST00000621728.4	
ENST00000521332.5	
ENST00000613223.1	
ENST00000449207.7	Q9NQW5
ENST00000524040.5	
ENST00000523679.1	
ENST00000420952.2	
ENST00000378685.8	Q96JN2
ENST00000568473.5	
ENST00000524257.5	
ENST00000496568.1	
ENST00000564210.2	
ENST00000552170.1	
ENST00000464832.5	
ENST00000643008.1	Q9NQW5
ENST00000472049.1	
ENST00000395218.3	Q05397
ENST00000488925.1	
ENST00000408959.2	Q8N7S6
ENST00000512055.5	Q96A23
ENST00000487361.5	
ENST00000512332.5	Q96A23
ENST00000511604.5	Q96A23
ENST00000502818.5	Q96A23
ENST00000374741.4	Q5BKU9
ENST00000505881.5	
ENST00000297788.9	Q96JN2
ENST00000514999.5	
ENST00000505957.1	
ENST00000435159.2	Q8N3T6
ENST00000571503.1	
ENST00000571757.1	
ENST00000426981.5	
ENST00000494552.5	
ENST00000575992.1	
ENST00000263063.8	Q9NVV4
ENST00000571092.1	
ENST00000617767.4	Q96A23
ENST00000429747.5	Q96A23
ENST00000464672.1	
ENST00000417581.1	
ENST00000421701.1	
ENST00000645010.1	
ENST00000646649.1	
ENST00000591254.1	
ENST00000329214.13	Q6PK04
ENST00000292538.9	Q13948
ENST00000575223.5	Q6PK04
ENST00000592273.5	
ENST00000574107.1	
ENST00000574200.1	
ENST00000242784.5	Q9BQ61
ENST00000571916.1	
ENST00000393824.7	Q13948
ENST00000622516.5	Q13948
ENST00000588213.1	
ENST00000264649.10	Q93050
ENST00000547394.6	Q13948
ENST00000449787.6	P01242
ENST00000360264.7	P39880
ENST00000425244.6	P39880
ENST00000292535.12	P39880
ENST00000546411.7	P39880
ENST00000345093.9	Q9H4P4
ENST00000549414.6	P39880
ENST00000458307.6	P48728
ENST00000550008.6	P39880
ENST00000456543.6	P01242
ENST00000268489.10	Q15911
ENST00000556210.1	P39880
ENST00000416172.1	
ENST00000538581.6	
ENST00000397992.5	Q15911
ENST00000366541.8	Q86SQ7
ENST00000637682.1	
ENST00000547967.5	
ENST00000423893.7	P01242
ENST00000641206.2	Q15911
ENST00000394013.6	Q9H4P4
ENST00000465461.7	
ENST00000476722.6	
ENST00000435549.1	
ENST00000326648.4	O15014
ENST00000332800.7	P01242
ENST00000552656.5	Q9H4P4
ENST00000637455.1	
ENST00000622506.4	
ENST00000551711.5	
ENST00000552244.5	
ENST00000549038.5	
ENST00000585525.5	
ENST00000549119.1	
ENST00000286298.5	P50443
ENST00000433184.1	
ENST00000615206.4	Q9H4P4
ENST00000503336.1	
ENST00000366577.10	Q99707
ENST00000650888.1	
ENST00000334011.10	Q8WWZ8
ENST00000622652.1	Q8WWZ8
ENST00000535889.6	Q99707
ENST00000651455.1	
ENST00000366576.3	
ENST00000265350.9	Q9H944
ENST00000343619.8	Q93050
ENST00000503427.5	
ENST00000297156.4	P49069
ENST00000502717.6	Q12766
ENST00000409312.5	Q9H944
ENST00000514518.1	
ENST00000394251.2	
ENST00000514469.1	
ENST00000409286.5	Q7Z4I7
ENST00000409060.1	
ENST00000434077.1	
ENST00000613459.4	Q12766
ENST00000620654.1	P0DMU7
ENST00000296736.4	Q17RP2
ENST00000409754.5	Q7Z4I7
ENST00000515406.2	Q17RP2
ENST00000612878.4	P0DMU7
ENST00000589727.5	
ENST00000340645.9	Q14789
ENST00000409293.6	Q9BVV8
ENST00000636597.1	
ENST00000393667.7	Q14789
ENST00000636188.1	
ENST00000469144.5	
ENST00000612907.2	Q5DJT8
ENST00000605791.7	Q5DJT8
ENST00000636070.1	
ENST00000636023.1	
ENST00000636865.1	
ENST00000215368.4	O43921
ENST00000587824.5	
ENST00000595565.5	
ENST00000635808.1	
ENST00000427987.6	
ENST00000638708.1	
ENST00000371431.8	Q86UN6
ENST00000610598.4	P0DMV0
ENST00000637059.1	
ENST00000371422.5	Q86UN6
ENST00000638063.1	
ENST00000334356.2	Q86UN6
ENST00000620885.1	P0DMV0
ENST00000371425.8	Q86UN6
ENST00000403593.9	Q96GA7
ENST00000482512.5	
ENST00000636522.1	P48728
ENST00000553248.5	
ENST00000491690.1	
ENST00000639835.1	Q7RTN6
ENST00000345635.8	Q96GA7
ENST00000637821.1	
ENST00000494517.5	
ENST00000595831.5	
ENST00000547802.1	
ENST00000489400.1	
ENST00000546672.1	
ENST00000457734.7	Q14651
ENST00000399379.7	
ENST00000551760.1	
ENST00000472475.1	
ENST00000483373.5	
ENST00000589213.1	
ENST00000475296.5	
ENST00000614479.4	Q14789
ENST00000495744.5	
ENST00000430521.2	
ENST00000476044.5	
ENST00000230340.9	Q13895
ENST00000270538.8	O43615
ENST00000461644.5	
ENST00000462048.2	
ENST00000464320.5	
ENST00000337777.7	Q14651
ENST00000595876.5	
ENST00000497199.5	
ENST00000597926.1	
ENST00000489290.1	
ENST00000549011.5	
ENST00000257549.9	P20132
ENST00000497002.1	Q14651
ENST00000372996.2	
ENST00000552280.5	
ENST00000592324.1	
ENST00000547342.1	
ENST00000318978.6	P60606
ENST00000547034.5	
ENST00000371410.5	Q8N5F7
ENST00000652253.1	
ENST00000336199.9	Q9Y243
ENST00000266712.11	Q6ZXV5
ENST00000551088.1	
ENST00000324938.9	Q7Z4I7
ENST00000366696.1	Q16695
ENST00000366540.5	Q9Y243
ENST00000336174.12	Q7RTN6
ENST00000673466.1	
ENST00000672460.1	
ENST00000672578.1	
ENST00000366539.6	Q9Y243
ENST00000552631.1	
ENST00000672442.1	
ENST00000611660.5	P0DMV1
ENST00000366695.3	Q7L7L0
ENST00000491219.6	
ENST00000391993.7	Q8TDR0
ENST00000611438.1	P0DMV1
ENST00000409455.5	Q7Z4I7
ENST00000263826.11	Q9Y243
ENST00000373327.5	Q8TDR0
ENST00000355119.8	Q7Z4I7
ENST00000245865.10	
ENST00000583053.1	
ENST00000409808.6	Q7Z4I7
ENST00000409739.2	
ENST00000640999.1	Q7RTN6
ENST00000410011.5	Q7Z4I7
ENST00000375840.9	Q7RTN6
ENST00000638702.1	Q7RTN6
ENST00000620704.5	P0DMV2
ENST00000410038.5	Q7Z4I7
ENST00000604569.1	P0DMV2
ENST00000640979.1	
ENST00000545738.6	Q7Z4I7
ENST00000413578.5	
ENST00000409254.1	Q7Z4I7
ENST00000447001.8	Q7RTN6
ENST00000450023.5	
ENST00000392950.9	Q7RTN6
ENST00000640086.1	
ENST00000640679.1	
ENST00000237889.9	O43676
ENST00000643536.1	
ENST00000638276.1	
ENST00000389641.9	
ENST00000647331.1	
ENST00000582026.2	
ENST00000316193.13	P0DML2
ENST00000433898.5	O43676
ENST00000638888.1	
ENST00000665763.1	
ENST00000329882.8	
ENST00000454214.1	O43676
ENST00000640827.1	
ENST00000272644.7	Q13304
ENST00000392345.6	
ENST00000640397.1	
ENST00000638698.1	
ENST00000583593.2	
ENST00000638193.1	
ENST00000423019.1	
ENST00000393018.3	Q13304
ENST00000582137.6	Q7RTN6
ENST00000552205.5	
ENST00000610991.1	
ENST00000392346.6	
ENST00000544369.5	Q13304
ENST00000453363.7	
ENST00000419322.6	
ENST00000326005.10	O95190
ENST00000547157.1	
ENST00000266771.10	Q8N697
ENST00000560258.6	
ENST00000551991.5	
ENST00000580039.6	
ENST00000559753.1	
ENST00000639521.1	
ENST00000392343.3	Q2TAC2
ENST00000579340.5	
ENST00000578801.6	
ENST00000376744.8	
ENST00000559912.2	
ENST00000640174.1	
ENST00000377069.8	Q8NHM5
ENST00000327772.7	Q9UI09
ENST00000587510.5	
ENST00000581625.2	
ENST00000547986.5	Q9UI09
ENST00000392347.5	
ENST00000546788.1	
ENST00000376740.8	
ENST00000542973.5	
ENST00000396651.8	P62241
ENST00000638309.1	
ENST00000372209.3	
ENST00000639135.1	
ENST00000578008.6	
ENST00000581243.6	
ENST00000640741.1	
ENST00000639603.1	
ENST00000586201.5	
ENST00000638718.1	
ENST00000581505.6	
ENST00000579549.6	
ENST00000620438.1	Q8N257
ENST00000580338.5	
ENST00000261731.4	Q9H2C1
ENST00000418596.7	Q8IXS8
ENST00000582030.5	
ENST00000639164.1	
ENST00000580288.2	
ENST00000377071.9	Q8NHM5
ENST00000397498.8	Q0P5N6
ENST00000622299.4	
ENST00000584110.1	
ENST00000286181.7	
ENST00000216446.9	Q9NYT0
ENST00000487257.1	
ENST00000556532.1	
ENST00000617949.4	
ENST00000573392.5	
ENST00000555803.5	
ENST00000311180.9	Q6L8Q7
ENST00000394249.8	O43663
ENST00000554395.1	
ENST00000452799.5	
ENST00000588138.1	
ENST00000580553.1	
ENST00000453765.5	
ENST00000553387.1	
ENST00000543025.5	
ENST00000446678.5	
ENST00000574938.5	
ENST00000570561.5	
ENST00000538046.6	
ENST00000576135.5	
ENST00000446152.6	
ENST00000523378.5	
ENST00000542030.5	
ENST00000573715.2	
ENST00000576914.1	
ENST00000538379.5	
ENST00000258111.5	Q86W47
ENST00000556972.6	
ENST00000545022.5	
ENST00000531884.1	
ENST00000621051.4	Q0P5N6
ENST00000361188.9	O43663
ENST00000541318.1	
ENST00000269485.11	Q9Y6Q6
ENST00000555455.5	
ENST00000543852.5	
ENST00000396113.5	
ENST00000560423.5	
ENST00000541511.1	
ENST00000519136.5	
ENST00000396111.6	
ENST00000442656.6	O43663
ENST00000539394.5	
ENST00000559828.1	
ENST00000396124.9	Q330K2
ENST00000536437.5	
ENST00000611216.4	Q8NHM5
ENST00000586569.3	Q9Y6Q6
ENST00000476941.6	P48995
ENST00000616710.4	Q9Y6Q6
ENST00000557905.5	
ENST00000617039.4	Q9Y6Q6
ENST00000273482.10	P48995
ENST00000639222.1	
ENST00000460401.1	
ENST00000559811.1	
ENST00000571518.5	
ENST00000612385.1	P48995
ENST00000361234.9	Q969K3
ENST00000392465.7	Q969K3
ENST00000554606.5	
ENST00000392464.3	
ENST00000555076.1	
ENST00000234296.7	Q13416
ENST00000554868.1	
ENST00000518258.5	Q330K2
ENST00000557402.1	
ENST00000523337.5	Q330K2
ENST00000517976.5	
ENST00000613529.4	
ENST00000520632.5	
ENST00000410039.5	
ENST00000469083.1	Q8NHS0
ENST00000522683.5	
ENST00000457595.1	
ENST00000319153.3	Q8NHS0
ENST00000518608.5	
ENST00000452259.5	
ENST00000454358.6	
ENST00000520757.1	
ENST00000329138.9	O14964
ENST00000519804.1	
ENST00000441390.6	Q96MS3
ENST00000651184.1	Q6UWN5
ENST00000377950.8	Q6UWN5
ENST00000414615.6	Q6UWN5
ENST00000544137.5	
ENST00000572392.1	
ENST00000442111.6	Q96MS3
ENST00000594013.5	Q6UWN5
ENST00000281703.11	Q96MS3
ENST00000448464.6	Q96A56
ENST00000577012.1	
ENST00000539044.5	Q96MS3
ENST00000594049.5	
ENST00000413816.6	
ENST00000342697.5	Q96A56
ENST00000602179.1	
ENST00000537468.1	
ENST00000571237.1	
ENST00000392795.7	P40259
ENST00000575078.5	
ENST00000573320.1	
ENST00000006750.7	P40259
ENST00000570652.1	
ENST00000349817.2	P40259
ENST00000268638.10	Q02556
ENST00000565552.1	
ENST00000563180.1	
ENST00000333371.7	Q9H267
ENST00000647774.1	
ENST00000564617.5	
ENST00000564803.5	
ENST00000372224.9	Q99661
ENST00000561003.5	
ENST00000341105.7	P23769
ENST00000566369.1	
ENST00000455186.5	
ENST00000569145.5	
ENST00000259003.14	
ENST00000430265.6	P23769
ENST00000372217.5	Q99661
ENST00000562492.5	
ENST00000438387.6	Q14406
ENST00000264607.9	Q9Y576
ENST00000567504.5	
ENST00000487848.5	P23769
ENST00000423289.1	
ENST00000569607.1	
ENST00000574755.5	
ENST00000492608.1	
ENST00000409297.1	
ENST00000498200.1	
ENST00000535906.1	
ENST00000438264.5	
ENST00000346606.10	Q14406
ENST00000373032.4	Q9BX93
ENST00000309894.6	Q14406
ENST00000470310.5	
ENST00000450719.3	
ENST00000392824.8	
ENST00000553514.5	O75438
ENST00000329559.8	O75438
ENST00000605997.6	O75438
ENST00000522171.5	
ENST00000523808.5	
ENST00000555441.5	O75438
ENST00000295992.8	Q9UKZ9
ENST00000521860.5	
ENST00000519457.5	
ENST00000617122.1	O75438
ENST00000519053.5	
ENST00000648195.1	
ENST00000485766.1	
ENST00000336375.10	P15309
ENST00000480473.5	
ENST00000495911.5	
ENST00000591090.5	O43681
ENST00000475741.5	P15309
ENST00000351388.8	P01241
ENST00000357332.8	O43681
ENST00000351273.11	P15309
ENST00000458650.6	P01241
ENST00000507647.1	
ENST00000323322.10	P01241
ENST00000342364.8	
ENST00000617086.1	
ENST00000424542.7	Q15599
ENST00000251810.8	Q7LG56
ENST00000432365.6	Q15599
ENST00000563587.5	
ENST00000524333.5	
ENST00000561844.5	
ENST00000549706.5	Q8NFU1
ENST00000522368.5	
ENST00000565855.5	
ENST00000553030.6	Q8NFU1
ENST00000552539.1	
ENST00000566198.1	Q15599
ENST00000042931.1	Q8NFU1
ENST00000519962.5	Q7LG56
ENST00000519317.5	Q7LG56
ENST00000395912.6	Q7LG56
ENST00000602540.5	
ENST00000522394.1	Q7LG56
ENST00000266671.9	Q8WV24
ENST00000523957.1	
ENST00000619060.1	Q8WV24
ENST00000621845.1	
ENST00000389441.8	Q14C87
ENST00000219313.9	P51665
ENST00000568717.1	
ENST00000422113.7	Q14C87
ENST00000567958.5	
ENST00000568615.2	
ENST00000305943.8	
ENST00000639044.1	Q5TA31
ENST00000523731.6	Q75QN2
ENST00000367078.8	P20851
ENST00000452902.6	
ENST00000243611.9	P20851
ENST00000343161.8	
ENST00000523206.5	
ENST00000367076.7	P20851
ENST00000507392.5	
ENST00000520526.5	
ENST00000520315.5	
ENST00000391923.1	P20851
ENST00000520602.6	
ENST00000303436.11	P18085
ENST00000437564.5	
ENST00000496292.5	
ENST00000489843.1	
ENST00000370576.9	P10911
ENST00000446225.5	
ENST00000486310.5	
ENST00000452510.7	
ENST00000519895.5	P10911
ENST00000463880.1	
ENST00000354283.8	Q7L014
ENST00000488156.1	
ENST00000370573.8	P10911
ENST00000338585.6	P10911
ENST00000513592.5	
ENST00000536274.5	P10911
ENST00000507053.1	
ENST00000414978.5	P10911
ENST00000628477.2	
ENST00000548638.5	
ENST00000451127.3	C9J3V5
ENST00000338051.4	Q7Z6I8
ENST00000569446.3	Q9BWW7
ENST00000394976.4	Q7Z6I8
ENST00000504727.1	Q7Z6I8
ENST00000435259.2	Q7Z6I8
ENST00000562923.5	
ENST00000508791.1	
ENST00000507390.1	
ENST00000223642.3	P01031
ENST00000520509.5	O96020
ENST00000366691.4	Q7L0Q8
ENST00000260818.11	O75165
ENST00000396133.7	
ENST00000524224.5	
ENST00000650455.1	
ENST00000521809.5	
ENST00000519889.5	
ENST00000308108.8	O96020
ENST00000506813.1	
ENST00000509279.1	
ENST00000298875.9	Q9P2I0
ENST00000553427.5	
ENST00000554290.1	
ENST00000460948.1	
ENST00000374910.3	
ENST00000555244.1	
ENST00000275988.5	Q9BPZ2
ENST00000434397.1	
ENST00000541793.6	Q8NCF0
ENST00000333933.3	Q9BPZ2
ENST00000531225.1	
ENST00000314151.12	Q8NCF0
ENST00000565806.5	
ENST00000569347.6	Q8NCF0
ENST00000371402.4	P0C7M4
ENST00000217999.3	Q8NHV9
ENST00000414487.7	P62304
ENST00000536907.2	
ENST00000367208.1	
ENST00000618957.4	Q8NCF0
ENST00000374908.1	Q99865
ENST00000374906.3	Q99865
ENST00000371388.5	Q9BQY4
ENST00000614076.1	
ENST00000524541.5	
ENST00000347528.8	P16157
ENST00000584689.5	
ENST00000583237.5	
ENST00000530047.5	Q9HAB3
ENST00000527078.5	Q9HAB3
ENST00000331320.12	Q13330
ENST00000526338.6	
ENST00000406191.5	
ENST00000402965.5	Q9HAB3
ENST00000405646.5	Q13330
ENST00000447747.5	
ENST00000262426.6	Q12946
ENST00000582743.5	O15427
ENST00000534725.5	
ENST00000399713.6	
ENST00000329994.6	Q9HAB3
ENST00000578684.5	
ENST00000577650.5	
ENST00000288050.8	Q8NCN5
ENST00000526752.2	
ENST00000267023.9	Q9BQ15
ENST00000643944.1	Q9HAB3
ENST00000438610.5	Q13330
ENST00000582715.1	
ENST00000380198.6	Q9BQ15
ENST00000526779.2	
ENST00000580098.5	
ENST00000341463.5	Q9BQ15
ENST00000551236.5	
ENST00000617316.2	Q96D31
ENST00000581287.5	O15427
ENST00000398122.7	
ENST00000578522.5	
ENST00000568530.5	Q8NCN5
ENST00000580189.5	
ENST00000582946.5	
ENST00000565186.5	
ENST00000583025.1	
ENST00000569042.5	
ENST00000617373.4	O15427
ENST00000619321.1	O15427
ENST00000589718.5	Q9BZR8
ENST00000392339.5	O15427
ENST00000392341.5	O15427
ENST00000563930.5	
ENST00000567046.5	
ENST00000586576.5	
ENST00000311128.10	Q8IWF6
ENST00000564563.1	
ENST00000424723.5	
ENST00000567896.1	
ENST00000464885.6	
ENST00000434050.5	
ENST00000461264.1	
ENST00000471531.1	
ENST00000401432.7	Q9Y2G0
ENST00000455319.6	Q8N531
ENST00000477344.1	
ENST00000374900.4	Q6GMR7
ENST00000331890.6	Q8N531
ENST00000308721.9	Q9BZR8
ENST00000584672.1	
ENST00000396367.5	Q9BZR8
ENST00000266434.8	Q9BZR8
ENST00000588270.1	
ENST00000403714.8	Q9Y2G0
ENST00000298566.2	Q9BZR8
ENST00000435036.6	
ENST00000402191.5	
ENST00000405108.5	Q9Y2G0
ENST00000565365.1	Q2WGJ8
ENST00000448943.2	Q8WVJ9
ENST00000264719.5	
ENST00000612363.2	Q8WVJ9
ENST00000562477.1	
ENST00000334414.10	P23467
ENST00000289734.12	P16157
ENST00000550358.5	
ENST00000265709.13	P16157
ENST00000538708.5	P23467
ENST00000550857.5	P23467
ENST00000522231.5	
ENST00000261266.9	P23467
ENST00000522543.5	P16157
ENST00000366690.5	P20338
ENST00000398519.9	
ENST00000551525.5	
ENST00000314214.12	P16157
ENST00000548122.2	
ENST00000520299.5	
ENST00000367204.6	Q9UN79
ENST00000314028.10	P48730
ENST00000645531.1	
ENST00000618010.4	
ENST00000525442.1	
ENST00000528591.5	
ENST00000366688.5	Q15513
ENST00000348036.8	P16157
ENST00000480326.1	
ENST00000618875.4	Q9UN79
ENST00000335651.6	
ENST00000547715.1	
ENST00000518061.1	
ENST00000374888.2	P98169
ENST00000261349.9	O75581
ENST00000538239.5	
ENST00000434992.1	P0DMW2
ENST00000329734.4	P78415
ENST00000540527.5	
ENST00000543091.1	
ENST00000558054.1	
ENST00000588241.5	
ENST00000535731.1	
ENST00000358697.5	P98168
ENST00000342506.3	Q6UXQ4
ENST00000673386.1	
ENST00000436909.8	Q8NDF8
ENST00000310864.11	Q15051
ENST00000561678.6	
ENST00000349820.10	Q15051
ENST00000393650.7	Q15051
ENST00000357464.4	
ENST00000460108.5	
ENST00000307116.6	P13674
ENST00000498104.1	
ENST00000618787.5	Q8N7M2
ENST00000462442.1	
ENST00000373008.6	P13674
ENST00000588797.6	
ENST00000650832.1	
ENST00000326624.2	Q86T24
ENST00000392334.6	P48730
ENST00000333003.10	P13056
ENST00000396693.9	Q8IYM1
ENST00000551647.5	
ENST00000394890.6	P13674
ENST00000588967.1	
ENST00000557385.2	Q86T24
ENST00000440381.5	P13674
ENST00000263556.3	P13674
ENST00000593164.6	
ENST00000651683.1	
ENST00000490434.5	
ENST00000324461.9	Q8N7M2
ENST00000268231.12	Q8IYM1
ENST00000587603.5	
ENST00000465756.5	
ENST00000580784.5	
ENST00000273668.7	Q96CJ1
ENST00000590741.5	
ENST00000269361.11	
ENST00000451944.2	
ENST00000512094.5	
ENST00000552791.1	
ENST00000490477.1	
ENST00000591624.1	
ENST00000393101.7	P13056
ENST00000403276.7	
ENST00000330677.7	P13056
ENST00000337331.10	Q7Z494
ENST00000366687.5	Q6IQ19
ENST00000366686.1	Q6IQ19
ENST00000580446.1	
ENST00000469232.5	
ENST00000581660.5	
ENST00000284617.7	Q6IQ19
ENST00000383282.3	Q7Z494
ENST00000547469.1	
ENST00000622476.4	
ENST00000589721.5	K7EJ46
ENST00000585026.1	
ENST00000407627.7	Q15717
ENST00000589327.5	K7EJ46
ENST00000596154.5	
ENST00000596459.5	Q15717
ENST00000593807.1	
ENST00000586005.6	K7EJ46
ENST00000588606.5	K7EJ46
ENST00000591870.1	K7EJ46
ENST00000586440.1	K7EJ46
ENST00000615889.4	K7EJ46
ENST00000615471.4	
ENST00000267116.8	Q8NB46
ENST00000435607.3	P35499
ENST00000269499.10	Q9C0B9
ENST00000377673.10	Q8WUB2
ENST00000588676.1	
ENST00000356232.8	Q9GZZ9
ENST00000424625.5	
ENST00000585873.5	
ENST00000419753.5	
ENST00000493720.6	
ENST00000621048.4	
ENST00000468022.5	
ENST00000586834.1	Q9C0B9
ENST00000473651.5	
ENST00000494238.6	Q9GZZ9
ENST00000548449.1	
ENST00000505777.5	
ENST00000591145.1	
ENST00000464068.5	
ENST00000489361.1	
ENST00000264991.8	Q9GZZ9
ENST00000267970.9	O60637
ENST00000454355.7	Q6ZMH5
ENST00000417965.5	
ENST00000436633.5	
ENST00000266980.8	Q6ZMH5
ENST00000437277.1	
ENST00000471702.2	
ENST00000632629.1	
ENST00000346495.6	O60637
